Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
2003,Brett Tomko,Cardinals,5.06,2.53,2,1.55,12.60%,6.30%,6.30%,0.3,1.52,0.314,70.90%,126,119,104,5.28,5.07,0.22,4.5,4.59,1056
2003,Ryan Franklin,Mariners,4.2,2.59,1.62,1.44,11.30%,7.00%,4.30%,0.247,1.23,0.245,79.50%,83,118,116,3.57,5.17,-1.61,5.19,5.19,1076
2003,Freddy Garcia,Mariners,6.44,3.17,2.03,1.39,16.70%,8.20%,8.50%,0.251,1.33,0.273,72.00%,105,110,102,4.51,4.82,-0.31,4.55,4.46,1077
2003,Gil Meche,Mariners,6.28,3.04,2.06,1.45,16.60%,8.00%,8.50%,0.26,1.34,0.281,73.90%,106,110,99,4.59,4.79,-0.2,4.44,4.49,1089
2003,Jamie Moyer,Mariners,5.4,2.76,1.95,0.8,14.40%,7.40%,7.00%,0.242,1.23,0.267,77.10%,76,92,108,3.27,4.01,-0.75,4.82,4.72,1091
2003,Joel Pineiro,Mariners,6.42,3.23,1.99,0.81,17.00%,8.50%,8.40%,0.238,1.27,0.271,72.80%,88,90,96,3.78,3.93,-0.15,4.3,4.37,1094
2003,Livan Hernandez,Expos,6.87,2.2,3.12,1.04,18.40%,5.90%,12.50%,0.25,1.21,0.285,78.70%,73,87,86,3.2,3.87,-0.67,3.75,3.84,1116
2003,Russ Ortiz,Braves,6.32,4.32,1.46,0.72,16.30%,11.20%,5.20%,0.22,1.31,0.25,70.20%,89,97,108,3.81,4.17,-0.35,4.7,4.86,1124
2003,Jason Schmidt,Giants,9.01,1.99,4.52,0.61,25.40%,5.60%,19.80%,0.198,0.95,0.253,80.20%,56,63,77,2.34,2.64,-0.3,3.35,3.17,1131
2003,Matt Morris,Cardinals,6.27,2.04,3.08,1.04,17.10%,5.60%,11.50%,0.248,1.18,0.277,73.20%,90,91,91,3.76,3.9,-0.14,3.94,3.98,1172
2003,Garrett Stephenson,Cardinals,4.7,3.1,1.52,1.55,12.20%,8.00%,4.20%,0.248,1.3,0.248,73.70%,110,129,123,4.59,5.48,-0.89,5.31,5.2,1185
2003,Woody Williams,Cardinals,6.24,2.24,2.78,0.82,16.20%,5.80%,10.40%,0.251,1.25,0.284,71.70%,92,87,100,3.87,3.72,0.15,4.35,4.28,1190
2003,Paul Wilson,Reds,5.02,2.7,1.86,1.3,12.70%,6.90%,5.90%,0.282,1.44,0.299,70.30%,107,108,105,4.64,4.81,-0.17,4.57,4.72,1234
2003,Victor Zambrano,Devil Rays,6.31,5.07,1.25,1,15.80%,12.70%,3.10%,0.232,1.44,0.259,74.20%,94,115,114,4.21,5.09,-0.88,5.12,5.06,1237
2003,Kenny Rogers,Twins,5.35,2.31,2.32,1.02,13.60%,5.90%,7.80%,0.287,1.42,0.314,70.00%,100,98,98,4.57,4.25,0.32,4.38,4.52,1277
2003,Kelvim Escobar,Blue Jays,7.94,3.89,2.04,0.75,20.00%,9.80%,10.20%,0.266,1.48,0.325,71.40%,92,84,91,4.29,3.8,0.5,4.07,4.07,1298
2003,Roy Halladay,Blue Jays,6.9,1.08,6.38,0.88,19.10%,3.00%,16.10%,0.246,1.07,0.284,71.00%,69,71,67,3.25,3.23,0.02,2.96,2.93,1303
2003,Esteban Loaiza,White Sox,8.23,2.23,3.7,0.68,22.50%,6.10%,16.40%,0.229,1.11,0.283,78.50%,63,65,75,2.9,3.05,-0.15,3.34,3.39,1310
2003,John Lackey,Angels,6.66,2.91,2.29,1.37,17.10%,7.50%,9.60%,0.276,1.42,0.306,71.20%,104,105,96,4.63,4.64,-0.01,4.3,4.32,1507
2003,Mike Maroth,Tigers,4.05,2.33,1.74,1.58,10.30%,5.90%,4.40%,0.293,1.45,0.295,65.50%,131,121,103,5.73,5.32,0.41,4.62,4.84,1508
2003,Jason Davis,Indians,4.63,2.56,1.81,1.36,12.20%,6.80%,5.50%,0.268,1.32,0.277,65.60%,106,113,102,4.68,4.97,-0.29,4.54,4.67,1598
2003,Brandon Webb,Diamondbacks,8.57,3.39,2.53,0.6,22.90%,9.10%,13.90%,0.209,1.15,0.264,76.40%,63,74,71,2.84,3.34,-0.5,3.1,3.15,1692
2004,Brian Anderson,Royals,3.8,2.87,1.32,1.79,9.40%,7.10%,2.30%,0.314,1.63,0.313,65.80%,116,124,118,5.64,5.77,-0.13,5.36,5.48,44
2004,Miguel Batista,Blue Jays,4.71,4.35,1.08,1,12.00%,11.10%,0.90%,0.268,1.52,0.287,69.30%,101,106,106,4.8,4.94,-0.13,4.81,5.18,46
2004,Randy Johnson,Diamondbacks,10.62,1.61,6.59,0.66,30.10%,4.60%,25.50%,0.195,0.9,0.264,69.50%,57,50,59,2.6,2.3,0.3,2.64,2.61,60
2004,Curt Schilling,Red Sox,8.06,1.39,5.8,0.91,22.30%,3.90%,18.50%,0.237,1.06,0.284,75.80%,69,71,75,3.26,3.11,0.15,3.35,3.39,73
2004,Tom Glavine,Mets,4.62,2.97,1.56,0.85,12.10%,7.70%,4.30%,0.245,1.29,0.261,73.20%,86,98,99,3.6,4.24,-0.63,4.36,4.76,90
2004,Greg Maddux,Cubs,6.39,1.4,4.58,1.48,17.30%,3.80%,13.50%,0.263,1.18,0.284,74.40%,92,97,79,4.02,4.36,-0.34,3.5,3.69,104
2004,Jason Marquis,Cardinals,6.17,3.13,1.97,1.16,15.80%,8.00%,7.80%,0.271,1.42,0.3,79.30%,88,105,91,3.71,4.55,-0.84,4.01,4.17,105
2004,Jason Johnson,Tigers,5.72,2.75,2.08,1.01,14.60%,7.00%,7.60%,0.28,1.43,0.309,64.80%,114,95,93,5.13,4.22,0.9,4.19,4.41,147
2004,Rodrigo Lopez,Orioles,6.38,2.85,2.24,1.11,17.00%,7.60%,9.40%,0.249,1.28,0.277,78.20%,79,91,91,3.59,4.22,-0.63,4.13,4.26,150
2004,Sidney Ponson,Orioles,4.8,2.88,1.67,0.96,12.10%,7.20%,4.80%,0.302,1.55,0.327,66.50%,116,95,101,5.3,4.44,0.86,4.56,4.73,161
2004,Derek Lowe,Red Sox,5.17,3.5,1.48,0.74,12.50%,8.50%,4.10%,0.295,1.61,0.327,58.50%,115,97,93,5.42,4.26,1.16,4.2,4.24,199
2004,Pedro Martinez,Red Sox,9.41,2.53,3.72,1.08,25.10%,6.80%,18.40%,0.234,1.17,0.291,73.20%,82,82,81,3.9,3.58,0.32,3.66,3.41,200
2004,Tim Wakefield,Red Sox,5.54,3.01,1.84,1.39,14.00%,7.60%,6.40%,0.262,1.38,0.277,65.90%,103,115,109,4.87,5.08,-0.2,4.95,4.76,219
2004,Mark Buehrle,White Sox,6.05,1.87,3.24,1.21,16.20%,5.00%,11.20%,0.269,1.26,0.295,73.00%,82,88,85,3.89,4.17,-0.29,3.82,4.01,225
2004,Jon Garland,White Sox,4.69,3.15,1.49,1.41,12.20%,8.20%,4.00%,0.265,1.38,0.272,69.70%,103,108,106,4.89,5.15,-0.26,4.78,5.05,232
2004,Matt Clement,Cubs,9.45,3.83,2.47,1.14,24.50%,9.90%,14.60%,0.226,1.28,0.279,77.90%,84,91,81,3.68,4.08,-0.4,3.59,3.71,271
2004,Jon Lieber,Yankees,5.2,0.92,5.67,1.02,13.60%,2.40%,11.20%,0.296,1.32,0.323,67.80%,95,83,86,4.33,3.71,0.62,3.87,4.08,287
2004,Carlos Zambrano,Cubs,8.07,3.48,2.32,0.6,21.20%,9.10%,12.10%,0.221,1.22,0.274,79.10%,63,79,88,2.75,3.57,-0.82,3.89,3.93,305
2004,Bartolo Colon,Angels,6.83,3.07,2.23,1.64,17.60%,7.90%,9.70%,0.261,1.37,0.282,70.80%,112,112,100,5.01,4.97,0.04,4.51,4.46,375
2004,Ryan Drese,Rangers,4.25,2.51,1.69,0.69,10.90%,6.50%,4.50%,0.281,1.4,0.304,70.80%,85,88,94,4.2,4.1,0.1,4.24,4.49,379
2004,CC Sabathia,Indians,6.65,3.45,1.93,0.96,17.70%,9.20%,8.50%,0.249,1.32,0.284,72.70%,91,96,100,4.12,4.21,-0.1,4.52,4.57,404
2004,Jake Westbrook,Indians,4.84,2.55,1.9,0.79,13.00%,6.80%,6.20%,0.251,1.25,0.272,72.40%,75,92,87,3.38,4.04,-0.66,3.92,3.97,412
2004,Jaret Wright,Braves,7.68,3.38,2.27,0.53,20.40%,9.00%,11.40%,0.237,1.28,0.292,71.80%,77,75,88,3.28,3.29,0,3.9,4.1,415
2004,Mike Hampton,Braves,4.54,3.39,1.34,0.78,11.50%,8.60%,2.90%,0.285,1.53,0.309,73.30%,100,99,100,4.28,4.32,-0.04,4.42,4.82,430
2004,Jason Jennings,Rockies,5.96,4.52,1.32,1.21,14.40%,10.90%,3.50%,0.295,1.7,0.326,72.00%,114,109,106,5.51,5.08,0.42,4.69,4.99,434
2004,John Thomson,Braves,6.04,2.36,2.56,0.91,16.00%,6.20%,9.70%,0.271,1.32,0.305,72.90%,87,89,90,3.72,3.9,-0.18,3.97,4.22,453
2004,Jose Lima,Dodgers,4.91,1.8,2.74,1.74,13.30%,4.80%,8.40%,0.267,1.24,0.268,79.10%,98,116,96,4.07,5.09,-1.02,4.23,4.47,475
2004,Mark Redman,Athletics,4.81,3.2,1.5,1.32,12.30%,8.20%,4.10%,0.288,1.5,0.303,72.00%,102,111,111,4.71,5.05,-0.34,5.03,5.15,491
2004,Jeff Weaver,Dodgers,6.26,2.74,2.28,0.78,16.40%,7.20%,9.20%,0.256,1.3,0.293,72.10%,96,88,101,4.01,3.89,0.12,4.47,4.48,503
2004,Roy Oswalt,Astros,7.82,2.35,3.32,0.65,21.00%,6.30%,14.70%,0.256,1.24,0.314,73.00%,80,71,82,3.49,3.17,0.33,3.62,3.75,571
2004,Darrell May,Royals,5.81,2.66,2.18,1.84,14.40%,6.60%,7.80%,0.302,1.55,0.318,67.70%,115,115,109,5.61,5.33,0.28,4.93,4.84,613
2004,Jeff Suppan,Cardinals,5.27,3.11,1.69,1.2,13.60%,8.00%,5.60%,0.26,1.37,0.277,72.60%,99,110,102,4.16,4.77,-0.61,4.49,4.71,633
2004,Kazuhisa Ishii,Dodgers,5.18,5.13,1.01,1.1,13.20%,13.10%,0.10%,0.24,1.47,0.254,70.30%,113,120,132,4.71,5.26,-0.55,5.78,5.88,655
2004,Odalis Perez,Dodgers,5.87,2.02,2.91,1.19,16.30%,5.60%,10.70%,0.243,1.14,0.263,79.20%,78,95,85,3.25,4.18,-0.93,3.78,4.03,668
2004,Ben Sheets,Brewers,10.03,1.22,8.25,0.95,28.20%,3.40%,24.80%,0.223,0.98,0.288,75.30%,62,59,60,2.7,2.65,0.05,2.68,2.7,710
2004,Kyle Lohse,Twins,5.15,3.53,1.46,1.3,12.60%,8.60%,4.00%,0.3,1.63,0.321,68.70%,115,115,109,5.34,5.06,0.27,4.96,5.06,739
2004,Eric Milton,Phillies,7.21,3.36,2.15,1.93,18.70%,8.70%,10.00%,0.249,1.35,0.263,76.50%,107,119,110,4.75,5.36,-0.62,4.83,4.65,743
2004,Brad Radke,Twins,5.86,1.07,5.5,0.94,15.90%,2.90%,13.00%,0.264,1.16,0.293,73.90%,75,81,87,3.48,3.55,-0.06,3.91,4.04,748
2004,Johan Santana,Twins,10.46,2.13,4.91,0.95,30.10%,6.10%,24.00%,0.191,0.92,0.25,80.40%,56,67,66,2.61,2.92,-0.32,2.96,2.8,755
2004,Carl Pavano,Marlins,5.63,1.98,2.84,0.65,15.30%,5.40%,9.90%,0.25,1.17,0.282,76.90%,73,82,91,3,3.54,-0.55,4.01,4.21,790
2004,Javier Vazquez,Yankees,6.82,2.73,2.5,1.5,17.70%,7.10%,10.60%,0.251,1.29,0.272,69.20%,108,106,99,4.91,4.78,0.13,4.49,4.36,801
2004,Roger Clemens,Astros,9.15,3.32,2.76,0.63,24.80%,9.00%,15.80%,0.213,1.16,0.275,76.40%,68,69,77,2.98,3.11,-0.13,3.4,3.57,815
2004,Ted Lilly,Blue Jays,7.66,4.06,1.89,1.19,19.90%,10.50%,9.40%,0.228,1.32,0.261,75.80%,85,97,102,4.06,4.5,-0.44,4.6,4.53,833
2004,Mike Mussina,Yankees,7.21,2.19,3.3,1.2,18.90%,5.70%,13.20%,0.272,1.32,0.311,68.20%,101,88,83,4.59,3.95,0.64,3.75,3.92,837
2004,David Wells,Padres,4.65,0.92,5.05,1.06,12.60%,2.50%,10.10%,0.26,1.14,0.274,72.60%,94,92,89,3.73,3.88,-0.16,3.94,4.26,855
2004,Shawn Estes,Rockies,5.21,4.68,1.11,1.34,12.90%,11.60%,1.30%,0.283,1.62,0.301,69.40%,120,119,114,5.84,5.54,0.29,4.99,5.23,873
2004,Al Leiter,Mets,6.06,5.03,1.21,0.83,15.60%,12.90%,2.70%,0.215,1.35,0.24,81.00%,76,110,119,3.21,4.76,-1.55,5.24,5.34,883
2004,Steve Trachsel,Mets,5.2,3.69,1.41,1.11,13.30%,9.40%,3.90%,0.256,1.41,0.273,73.10%,95,111,112,4,4.8,-0.8,4.93,5.12,898
2004,Tim Hudson,Athletics,4.91,2.1,2.34,0.38,13.00%,5.60%,7.40%,0.263,1.26,0.297,70.40%,77,76,87,3.53,3.4,0.13,3.92,3.96,921
2004,Cory Lidle,- - -,5.37,2.6,2.07,1.15,13.80%,6.70%,7.10%,0.267,1.35,0.287,66.90%,112,100,96,4.9,4.53,0.37,4.22,4.47,926
2004,Mark Mulder,Athletics,5.58,3.31,1.69,1,14.70%,8.70%,6.00%,0.26,1.36,0.286,70.30%,96,100,94,4.43,4.51,-0.08,4.23,4.4,932
2004,Barry Zito,Athletics,6.89,3.42,2.01,1.18,17.60%,8.80%,8.90%,0.258,1.39,0.291,71.20%,97,99,104,4.48,4.5,-0.02,4.7,4.58,944
2004,Brett Myers,Phillies,5.93,3.17,1.87,1.59,14.90%,8.00%,6.90%,0.276,1.47,0.293,68.50%,125,115,101,5.52,5.18,0.34,4.46,4.6,962
2004,Carlos Silva,Twins,3.37,1.55,2.17,1.02,8.80%,4.00%,4.70%,0.308,1.43,0.318,74.20%,91,99,98,4.21,4.36,-0.15,4.45,4.75,973
2004,Bronson Arroyo,Red Sox,7.15,2.37,3.02,0.86,18.60%,6.20%,12.40%,0.245,1.22,0.286,64.90%,85,87,94,4.03,3.82,0.21,4.25,4.06,978
2004,Kris Benson,- - -,6.02,2.74,2.2,0.67,15.70%,7.10%,8.60%,0.258,1.31,0.295,66.30%,101,86,101,4.31,3.75,0.56,4.46,4.52,982
2004,Josh Fogg,Pirates,4.14,3.33,1.24,0.86,10.70%,8.60%,2.10%,0.277,1.45,0.295,69.50%,107,106,111,4.64,4.61,0.03,4.88,5.21,989
2004,Adam Eaton,Padres,6.91,2.35,2.94,1.26,18.00%,6.10%,11.90%,0.26,1.28,0.291,67.50%,116,101,98,4.61,4.27,0.33,4.33,4.22,1029
2004,Brian Lawrence,Padres,5.36,2.44,2.2,1.15,13.90%,6.30%,7.60%,0.28,1.38,0.303,74.30%,104,105,94,4.12,4.44,-0.32,4.13,4.34,1045
2004,Jake Peavy,Padres,9.36,2.87,3.26,0.7,24.90%,7.60%,17.30%,0.232,1.2,0.3,83.90%,57,74,79,2.27,3.14,-0.87,3.51,3.48,1051
2004,Brett Tomko,Giants,5.01,2.97,1.69,0.88,13.10%,7.80%,5.30%,0.258,1.34,0.279,69.40%,95,99,105,4.04,4.2,-0.16,4.64,4.93,1056
2004,Ryan Franklin,Mariners,4.67,2.74,1.7,1.48,12.00%,7.00%,4.90%,0.28,1.42,0.289,72.00%,110,117,115,4.9,5.22,-0.32,5.22,5.18,1076
2004,Freddy Garcia,- - -,7.89,2.74,2.88,0.94,21.00%,7.30%,13.70%,0.238,1.22,0.283,73.60%,83,80,86,3.81,3.67,0.14,3.86,3.9,1077
2004,Jamie Moyer,Mariners,5.57,2.81,1.98,1.96,14.10%,7.10%,7.00%,0.267,1.39,0.268,71.50%,118,128,108,5.21,5.74,-0.53,4.92,4.8,1091
2004,Livan Hernandez,Expos,6.56,2.93,2.24,0.92,17.70%,7.90%,9.80%,0.244,1.24,0.278,76.40%,81,89,93,3.6,4.01,-0.41,4.12,4.29,1116
2004,Russ Ortiz,Braves,6.29,4.93,1.28,1.01,16.00%,12.50%,3.50%,0.252,1.51,0.283,76.50%,96,111,112,4.13,4.8,-0.66,4.93,5.2,1124
2004,Kirk Rueter,Giants,2.65,3.12,0.85,0.99,6.70%,7.90%,-1.20%,0.291,1.53,0.293,70.10%,111,117,115,4.73,4.95,-0.22,5.05,5.49,1128
2004,Jason Schmidt,Giants,10.04,3.08,3.26,0.72,27.70%,8.50%,19.20%,0.2,1.08,0.263,73.30%,75,68,73,3.2,2.92,0.28,3.24,3.28,1131
2004,Matt Morris,Cardinals,5.84,2.5,2.34,1.56,15.40%,6.60%,8.80%,0.26,1.29,0.273,69.30%,112,114,92,4.72,4.93,-0.2,4.07,4.25,1172
2004,Woody Williams,Cardinals,6.22,2.75,2.26,0.95,16.00%,7.10%,8.90%,0.257,1.32,0.289,72.00%,99,94,104,4.18,4.1,0.08,4.57,4.56,1190
2004,Joe Kennedy,Rockies,6.49,3.71,1.75,0.94,16.60%,9.50%,7.10%,0.259,1.42,0.294,79.40%,75,93,100,3.66,4.35,-0.7,4.43,4.58,1217
2004,Paul Wilson,Reds,5.73,3.09,1.86,1.27,14.70%,7.90%,6.80%,0.264,1.39,0.284,75.00%,100,105,106,4.36,4.77,-0.41,4.66,4.74,1234
2004,Doug Davis,Brewers,7.21,3.43,2.1,0.61,18.90%,9.00%,9.90%,0.242,1.31,0.29,75.10%,78,80,92,3.39,3.57,-0.18,4.06,4.26,1244
2004,Kenny Rogers,Rangers,5.36,2.81,1.91,1.02,13.50%,7.10%,6.40%,0.288,1.48,0.315,71.20%,96,94,100,4.76,4.4,0.37,4.53,4.72,1277
2004,Ismael Valdez,- - -,3.55,2.59,1.37,1.75,8.90%,6.50%,2.40%,0.289,1.48,0.282,71.60%,129,135,121,5.19,5.68,-0.5,5.33,5.48,1283
2004,Chris Carpenter,Cardinals,7.52,1.88,4,1.19,20.40%,5.10%,15.30%,0.241,1.14,0.277,77.20%,82,89,75,3.46,3.85,-0.39,3.35,3.45,1292
2004,Kelvim Escobar,Angels,8.25,3.28,2.51,0.91,21.80%,8.70%,13.10%,0.242,1.29,0.293,74.90%,88,84,87,3.93,3.72,0.21,3.94,3.97,1298
2004,Esteban Loaiza,- - -,5.75,3.49,1.65,1.57,14.30%,8.70%,5.60%,0.292,1.57,0.311,67.80%,122,112,108,5.7,5.26,0.45,4.88,4.91,1310
2004,John Lackey,Angels,6.53,2.72,2.4,1,16.80%,7.00%,9.80%,0.273,1.39,0.311,69.40%,104,92,96,4.67,4.07,0.61,4.34,4.35,1507
2004,Mike Maroth,Tigers,4.48,2.45,1.83,1.04,11.60%,6.40%,5.30%,0.283,1.4,0.3,72.00%,96,100,102,4.31,4.46,-0.15,4.64,4.86,1508
2004,Oliver Perez,Pirates,10.97,3.72,2.95,1.01,29.70%,10.10%,19.60%,0.203,1.15,0.271,80.30%,69,78,81,2.98,3.45,-0.46,3.6,3.34,1514
2004,Mark Hendrickson,Devil Rays,4.27,2.26,1.89,1.03,10.80%,5.70%,5.10%,0.281,1.4,0.296,64.40%,104,99,103,4.81,4.46,0.35,4.65,4.87,1574
2004,Nate Robertson,Tigers,7.09,3.02,2.35,1.37,18.20%,7.80%,10.50%,0.269,1.4,0.302,68.90%,109,101,87,4.9,4.52,0.37,3.92,4.1,1620
2004,Cliff Lee,Indians,8.09,4.07,1.99,1.51,20.10%,10.10%,10.00%,0.265,1.5,0.304,70.20%,120,113,102,5.43,4.97,0.46,4.62,4.46,1636
2004,Jose Contreras,- - -,7.93,4.44,1.79,1.64,19.80%,11.10%,8.70%,0.249,1.47,0.278,67.10%,119,114,101,5.5,5.27,0.22,4.56,4.52,1660
2004,Jeremy Bonderman,Tigers,8.22,3.57,2.3,1.17,21.20%,9.20%,12.00%,0.237,1.31,0.278,69.00%,109,96,87,4.89,4.27,0.62,3.92,4,1667
2004,Brandon Webb,Diamondbacks,7.1,5.15,1.38,0.74,17.60%,12.80%,4.80%,0.242,1.5,0.285,71.00%,79,97,91,3.59,4.41,-0.82,4.04,4.3,1692
2004,Dontrelle Willis,Marlins,6.35,2.79,2.28,0.91,16.40%,7.20%,9.20%,0.27,1.38,0.306,71.70%,97,93,95,4.02,4.01,0.01,4.2,4.37,1703
2004,Rich Harden,Athletics,7.92,3.84,2.06,0.76,20.80%,10.10%,10.70%,0.238,1.33,0.289,70.90%,86,83,90,3.99,3.71,0.27,4.07,4.23,1772
2005,Ramon Ortiz,Reds,5.04,2.68,1.88,1.79,12.70%,6.80%,6.00%,0.296,1.5,0.303,71.20%,125,125,110,5.36,5.49,-0.14,4.67,4.69,27
2005,Jarrod Washburn,Angels,4.77,2.59,1.84,0.96,12.70%,6.90%,5.80%,0.27,1.33,0.29,81.80%,75,102,109,3.2,4.35,-1.15,4.73,4.79,40
2005,Randy Johnson,Yankees,8.42,1.87,4.49,1.28,22.90%,5.10%,17.80%,0.24,1.13,0.283,74.10%,88,88,79,3.79,3.78,0.01,3.43,3.26,60
2005,John Patterson,Nationals,8.39,2.95,2.85,0.86,22.60%,8.00%,14.70%,0.23,1.19,0.282,79.40%,77,84,93,3.13,3.46,-0.33,3.98,3.8,71
2005,Tom Glavine,Mets,4.47,2.6,1.72,0.51,11.70%,6.80%,4.90%,0.271,1.36,0.299,74.00%,86,88,102,3.53,3.67,-0.14,4.33,4.65,90
2005,Greg Maddux,Cubs,5.44,1.44,3.78,1.16,14.50%,3.90%,10.70%,0.268,1.22,0.288,70.40%,97,94,84,4.24,4.06,0.18,3.57,3.76,104
2005,Jason Marquis,Cardinals,4.35,3,1.45,1.26,11.50%,8.00%,3.60%,0.259,1.33,0.266,71.00%,100,118,107,4.13,4.95,-0.82,4.55,4.74,105
2005,Kevin Millwood,Indians,6.84,2.44,2.81,0.94,18.30%,6.50%,11.80%,0.245,1.22,0.281,79.10%,67,89,87,2.86,3.73,-0.87,3.77,3.88,106
2005,Horacio Ramirez,Braves,3.56,2.98,1.19,1.38,9.50%,7.90%,1.50%,0.275,1.39,0.274,73.00%,111,125,107,4.63,5.24,-0.62,4.57,5.01,110
2005,John Smoltz,Braves,6.62,2.08,3.19,0.71,18.20%,5.70%,12.50%,0.239,1.15,0.278,75.80%,73,78,82,3.06,3.27,-0.22,3.5,3.71,115
2005,Jason Johnson,Tigers,3.99,2.1,1.9,0.99,10.50%,5.50%,5.00%,0.28,1.34,0.293,66.90%,106,101,101,4.54,4.34,0.2,4.36,4.54,147
2005,Rodrigo Lopez,Orioles,5.07,2.71,1.87,1.2,12.90%,6.90%,6.00%,0.274,1.41,0.291,67.00%,113,104,106,4.9,4.63,0.27,4.6,4.67,150
2005,Casey Fossum,Devil Rays,7.08,3.32,2.13,1.16,17.70%,8.30%,9.40%,0.263,1.41,0.299,67.70%,115,105,105,4.92,4.56,0.36,4.56,4.26,188
2005,Derek Lowe,Dodgers,5.92,2.23,2.65,1.14,15.60%,5.90%,9.70%,0.255,1.25,0.279,69.70%,87,98,81,3.61,4.16,-0.55,3.44,3.4,199
2005,Pedro Martinez,Mets,8.63,1.95,4.43,0.79,24.70%,5.60%,19.10%,0.201,0.95,0.248,76.90%,68,70,80,2.82,2.95,-0.13,3.42,3.21,200
2005,Tim Wakefield,Red Sox,6.03,2.72,2.22,1.4,16.00%,7.20%,8.80%,0.243,1.23,0.258,73.30%,92,112,104,4.15,4.75,-0.6,4.53,4.38,219
2005,Mark Buehrle,White Sox,5.67,1.52,3.73,0.76,15.40%,4.10%,11.20%,0.259,1.18,0.29,72.30%,70,75,87,3.12,3.42,-0.3,3.77,3.95,225
2005,Jon Garland,White Sox,4.68,1.91,2.45,1.06,12.80%,5.20%,7.60%,0.25,1.17,0.263,75.40%,78,93,95,3.5,4.24,-0.74,4.1,4.35,232
2005,Matt Clement,Red Sox,6.88,3.2,2.15,0.85,17.60%,8.20%,9.40%,0.257,1.36,0.299,69.40%,101,95,98,4.57,4.04,0.53,4.25,4.18,271
2005,Jon Lieber,Phillies,6.14,1.69,3.63,1.36,16.30%,4.50%,11.80%,0.258,1.21,0.278,72.70%,97,97,87,4.2,4.25,-0.05,3.72,3.87,287
2005,Mark Prior,Cubs,10.15,3.19,3.19,1.35,26.80%,8.40%,18.40%,0.224,1.21,0.278,77.80%,84,89,79,3.67,3.85,-0.18,3.38,3.25,301
2005,Carlos Zambrano,Cubs,8.14,3.47,2.35,0.85,22.20%,9.50%,12.80%,0.209,1.15,0.252,75.00%,75,85,83,3.26,3.7,-0.43,3.55,3.71,305
2005,Bartolo Colon,Angels,6.35,1.74,3.65,1.05,17.30%,4.80%,12.60%,0.25,1.16,0.279,74.80%,82,88,90,3.48,3.75,-0.27,3.91,3.93,375
2005,CC Sabathia,Indians,7.37,2.84,2.6,0.87,19.60%,7.50%,12.00%,0.245,1.26,0.289,71.20%,94,88,85,4.03,3.69,0.34,3.69,3.76,404
2005,Jake Westbrook,Indians,5.08,2.39,2.13,0.81,13.30%,6.30%,7.00%,0.262,1.3,0.287,62.90%,105,94,84,4.49,3.96,0.53,3.62,3.59,412
2005,Scott Elarton,Indians,5.1,2.38,2.15,1.59,13.30%,6.20%,7.10%,0.263,1.3,0.268,72.20%,108,120,112,4.61,5.07,-0.46,4.87,4.8,426
2005,Jose Lima,Royals,4.27,3.25,1.31,1.65,10.30%,7.80%,2.40%,0.308,1.66,0.314,60.70%,156,132,124,6.99,5.71,1.28,5.36,5.28,475
2005,Mark Redman,Pirates,5.1,2.83,1.8,0.91,13.50%,7.50%,6.00%,0.271,1.37,0.296,66.10%,117,100,98,4.9,4.18,0.72,4.19,4.48,491
2005,Jeff Weaver,Dodgers,6.31,1.73,3.65,1.41,16.90%,4.60%,12.30%,0.253,1.17,0.273,73.30%,101,105,96,4.22,4.47,-0.25,4.09,3.97,503
2005,Josh Beckett,Marlins,8.36,2.92,2.86,0.71,22.80%,8.00%,14.80%,0.23,1.18,0.287,72.10%,82,78,84,3.38,3.27,0.1,3.57,3.59,510
2005,A.J. Burnett,Marlins,8.53,3.4,2.51,0.52,22.70%,9.10%,13.60%,0.234,1.26,0.298,68.30%,84,74,75,3.44,3.11,0.34,3.2,3.33,512
2005,Brad Penny,Dodgers,6.26,2.1,2.98,0.87,16.50%,5.60%,11.00%,0.267,1.29,0.303,73.60%,94,85,90,3.9,3.64,0.26,3.85,3.97,535
2005,Roy Oswalt,Astros,6.85,1.79,3.83,0.67,18.40%,4.80%,13.60%,0.257,1.2,0.302,78.20%,70,74,80,2.94,3.16,-0.22,3.43,3.55,571
2005,Paul Byrd,Angels,4.49,1.23,3.64,0.97,12.10%,3.30%,8.80%,0.268,1.19,0.284,70.80%,88,93,103,3.74,3.94,-0.19,4.48,4.54,594
2005,Jeff Suppan,Cardinals,5.28,2.92,1.81,1.11,13.70%,7.60%,6.10%,0.27,1.38,0.291,75.50%,86,108,103,3.57,4.53,-0.97,4.37,4.54,633
2005,Jamey Wright,Rockies,5.31,4.25,1.25,1.16,12.90%,10.40%,2.60%,0.293,1.65,0.318,66.90%,117,117,112,5.46,5.19,0.27,4.76,4.77,715
2005,Kyle Lohse,Twins,4.33,2.22,1.95,1.11,11.20%,5.70%,5.50%,0.295,1.43,0.311,76.80%,96,108,105,4.18,4.55,-0.37,4.57,4.69,739
2005,Eric Milton,Reds,5.94,2.51,2.37,1.93,14.40%,6.10%,8.30%,0.298,1.55,0.311,64.60%,151,124,116,6.47,5.44,1.03,4.91,4.66,743
