Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
2012,Tommy Milone,Athletics,6.49,1.71,3.81,1.14,17.30%,4.60%,12.80%,0.276,1.28,0.31,73.60%,94,97,97,3.74,3.93,-0.18,4.02,4.09,7608
2012,Jason Vargas,Mariners,5.84,2.28,2.56,1.45,15.90%,6.20%,9.70%,0.242,1.18,0.254,78.60%,101,118,108,3.85,4.69,-0.84,4.45,4.46,8044
2012,Yovani Gallardo,Brewers,9,3.57,2.52,1.15,23.70%,9.40%,14.30%,0.237,1.3,0.29,78.40%,90,97,91,3.66,3.94,-0.28,3.55,3.76,8173
2012,Homer Bailey,Reds,7.27,2.25,3.23,1.13,19.20%,6.00%,13.30%,0.253,1.24,0.29,73.60%,92,99,101,3.68,3.97,-0.29,3.94,3.92,8362
2012,Paul Maholm,- - -,6.67,2.52,2.64,0.95,17.80%,6.70%,11.10%,0.247,1.22,0.281,75.70%,92,103,98,3.67,4,-0.34,3.84,3.94,8678
2012,Justin Verlander,Tigers,9.03,2.27,3.98,0.72,25.00%,6.30%,18.70%,0.215,1.06,0.273,76.40%,63,70,80,2.64,2.94,-0.3,3.31,3.33,8700
2012,Wade Miley,Diamondbacks,6.66,1.71,3.89,0.65,17.80%,4.60%,13.30%,0.251,1.18,0.293,72.00%,81,80,96,3.33,3.15,0.18,3.75,3.91,8779
2012,Tommy Hanson,Braves,8.3,3.66,2.27,1.39,21.20%,9.30%,11.80%,0.267,1.45,0.314,74.10%,114,119,108,4.48,4.57,-0.08,4.24,4.17,9129
2012,Bud Norris,Astros,8.82,3.53,2.5,1.23,22.50%,9.00%,13.50%,0.25,1.37,0.301,72.10%,118,107,105,4.65,4.23,0.42,4.12,3.97,9492
2012,Mike Minor,Braves,7.28,2.81,2.59,1.3,19.90%,7.70%,12.20%,0.226,1.15,0.252,70.60%,105,115,110,4.12,4.38,-0.27,4.32,4.19,10021
2012,Mike Leake,Reds,5.83,2.06,2.83,1.31,15.30%,5.40%,9.90%,0.282,1.35,0.306,71.00%,114,110,98,4.58,4.42,0.15,3.82,4.08,10130
2012,Chris Sale,White Sox,9,2.39,3.76,0.89,24.90%,6.60%,18.30%,0.234,1.14,0.294,80.00%,72,76,78,3.05,3.27,-0.22,3.24,3.32,10603
2012,Wei-Yin Chen,Orioles,7.19,2.66,2.7,1.35,18.80%,7.00%,11.90%,0.246,1.26,0.274,72.80%,96,103,105,4.02,4.42,-0.4,4.34,4.22,13071
2012,Yu Darvish,Rangers,10.4,4.19,2.48,0.66,27.10%,10.90%,16.20%,0.218,1.28,0.295,70.50%,90,77,85,3.9,3.29,0.62,3.52,3.62,13074
2013,Mark Buehrle,Blue Jays,6.14,2.25,2.73,1.06,15.90%,5.80%,10.10%,0.273,1.35,0.305,73.40%,102,102,103,4.15,4.1,0.06,4.09,4.13,225
2013,Bartolo Colon,Athletics,5.53,1.37,4.03,0.66,15.20%,3.80%,11.40%,0.261,1.17,0.294,80.00%,68,83,100,2.65,3.23,-0.58,3.95,4.1,375
2013,CC Sabathia,Yankees,7.46,2.77,2.69,1.19,19.30%,7.20%,12.10%,0.267,1.37,0.308,67.40%,118,100,95,4.78,4.1,0.68,3.76,3.88,404
2013,A.J. Burnett,Pirates,9.85,3.16,3.12,0.52,26.10%,8.40%,17.70%,0.228,1.21,0.305,71.80%,92,76,77,3.3,2.8,0.5,2.92,3.03,512
2013,Ryan Dempster,Red Sox,8.25,4.15,1.99,1.37,20.80%,10.50%,10.30%,0.254,1.45,0.296,72.30%,109,120,106,4.57,4.68,-0.11,4.21,4.19,517
2013,Kyle Lohse,Brewers,5.66,1.63,3.47,1.18,15.50%,4.50%,11.00%,0.256,1.17,0.276,79.10%,87,104,107,3.35,4.08,-0.73,4.03,4.16,739
2013,Andy Pettitte,Yankees,6.22,2.33,2.67,0.83,16.30%,6.10%,10.20%,0.27,1.33,0.308,72.90%,92,90,98,3.74,3.7,0.04,3.88,4.06,840
2013,Bronson Arroyo,Reds,5.52,1.51,3.65,1.43,15.10%,4.10%,10.90%,0.254,1.15,0.267,77.90%,99,116,105,3.79,4.49,-0.7,3.97,4.08,978
2013,Jerome Williams,Angels,5.69,2.92,1.95,1.22,14.70%,7.60%,7.10%,0.271,1.39,0.293,70.70%,121,120,107,4.57,4.6,-0.02,4.24,4.35,1137
2013,R.A. Dickey,Blue Jays,7.09,2.84,2.49,1.4,18.80%,7.50%,11.20%,0.24,1.24,0.265,73.20%,104,114,107,4.21,4.58,-0.37,4.23,4.1,1245
2013,Felix Doubront,Red Sox,7.71,3.94,1.96,0.72,19.70%,10.10%,9.70%,0.256,1.43,0.31,69.90%,103,97,104,4.32,3.78,0.54,4.14,4.19,1478
2013,John Lackey,Red Sox,7.65,1.9,4.03,1.24,20.70%,5.10%,15.60%,0.245,1.16,0.281,76.90%,84,99,88,3.52,3.86,-0.34,3.49,3.48,1507
2013,Cliff Lee,Phillies,8.97,1.29,6.94,0.89,25.30%,3.70%,21.70%,0.23,1.01,0.287,76.70%,77,73,74,2.87,2.82,0.05,2.78,2.83,1636
2013,Dan Haren,Nationals,8.01,1.64,4.87,1.49,21.10%,4.30%,16.70%,0.264,1.24,0.302,70.30%,124,110,97,4.67,4.09,0.58,3.67,3.53,1757
2013,Kevin Correia,Twins,4.9,2.19,2.24,1.17,12.80%,5.70%,7.10%,0.293,1.42,0.313,76.10%,104,111,107,4.18,4.4,-0.23,4.24,4.5,1767
2013,Edwin Jackson,Cubs,6.93,3.03,2.29,0.82,17.40%,7.60%,9.80%,0.276,1.46,0.322,63.30%,133,100,102,4.98,3.79,1.19,3.86,3.97,1841
2013,Zack Greinke,Dodgers,7.5,2.33,3.22,0.66,20.60%,6.40%,14.20%,0.229,1.11,0.276,80.80%,74,86,91,2.63,3.23,-0.59,3.45,3.6,1943
2013,Clayton Kershaw,Dodgers,8.85,1.98,4.46,0.42,25.60%,5.70%,19.80%,0.192,0.92,0.251,80.60%,51,64,76,1.83,2.39,-0.56,2.88,2.99,2036
2013,Justin Masterson,Indians,9.09,3.54,2.57,0.61,24.30%,9.50%,14.80%,0.22,1.2,0.285,75.40%,87,85,84,3.45,3.35,0.1,3.33,3.32,2038
2013,Jorge De La Rosa,Rockies,6.01,3.33,1.81,0.59,15.70%,8.70%,7.00%,0.263,1.38,0.303,75.40%,79,93,108,3.49,3.76,-0.27,4.08,4.37,2047
2013,Jeremy Guthrie,Royals,4.72,2.51,1.88,1.28,12.30%,6.50%,5.80%,0.282,1.39,0.296,78.20%,100,122,115,4.04,4.79,-0.75,4.55,4.72,2072
2013,Adam Wainwright,Cardinals,8.16,1.3,6.26,0.56,22.90%,3.70%,19.30%,0.244,1.07,0.305,74.50%,80,68,74,2.94,2.55,0.39,2.8,2.94,2233
2013,Lance Lynn,Cardinals,8.84,3.39,2.61,0.62,23.10%,8.90%,14.30%,0.246,1.31,0.314,71.80%,108,88,97,3.97,3.28,0.69,3.66,3.68,2520
2013,Jhoulys Chacin,Rockies,5.75,2.78,2.07,0.5,15.40%,7.50%,8.00%,0.25,1.26,0.288,71.90%,79,85,105,3.47,3.47,0,3.97,4.27,2608
2013,Rick Porcello,Tigers,7.22,2.14,3.38,0.92,19.30%,5.70%,13.60%,0.268,1.28,0.315,69.80%,107,89,81,4.32,3.53,0.79,3.19,3.31,2717
2013,Jeff Locke,Pirates,6.76,4.55,1.49,0.6,17.60%,11.80%,5.80%,0.235,1.38,0.278,75.70%,98,110,111,3.52,4.03,-0.51,4.19,4.47,2929
2013,Max Scherzer,Tigers,10.08,2.35,4.29,0.76,28.70%,6.70%,22.00%,0.196,0.97,0.259,74.40%,72,69,80,2.9,2.74,0.16,3.16,2.91,3137
2013,David Price,Rays,7.28,1.3,5.59,0.77,20.40%,3.70%,16.80%,0.251,1.1,0.298,70.00%,86,78,82,3.33,3.03,0.3,3.27,3.36,3184
2013,Ervin Santana,Royals,6.87,2.18,3.16,1.11,18.70%,5.90%,12.80%,0.237,1.14,0.267,76.90%,80,100,93,3.24,3.93,-0.69,3.69,3.77,3200
2013,Jeff Samardzija,Cubs,9.01,3.29,2.74,1.05,23.40%,8.50%,14.90%,0.254,1.35,0.314,71.70%,116,100,92,4.34,3.77,0.57,3.45,3.53,3254
2013,Hiroki Kuroda,Yankees,6.71,1.92,3.49,0.89,18.20%,5.20%,13.00%,0.246,1.16,0.282,75.80%,82,87,91,3.31,3.56,-0.26,3.6,3.72,3283
2013,Anibal Sanchez,Tigers,9.99,2.67,3.74,0.45,27.10%,7.20%,19.80%,0.226,1.15,0.307,78.20%,64,60,74,2.57,2.39,0.18,2.91,3.03,3284
2013,Ubaldo Jimenez,Indians,9.56,3.94,2.43,0.79,25.00%,10.30%,14.70%,0.235,1.33,0.304,76.50%,83,87,91,3.3,3.43,-0.12,3.62,3.67,3374
2013,C.J. Wilson,Angels,7.97,3.6,2.21,0.64,20.60%,9.30%,11.30%,0.244,1.34,0.3,73.50%,90,92,99,3.39,3.51,-0.12,3.93,4.01,3580
2013,Mat Latos,Reds,7.99,2.48,3.22,0.6,21.20%,6.60%,14.60%,0.242,1.21,0.299,74.60%,83,80,95,3.16,3.1,0.06,3.56,3.59,3815
2013,Ricky Nolasco,- - -,7.45,2.08,3.59,0.77,19.80%,5.50%,14.30%,0.251,1.21,0.299,70.90%,102,91,95,3.7,3.34,0.36,3.58,3.65,3830
2013,Edinson Volquez,- - -,7.5,4.07,1.84,1,18.30%,9.90%,8.40%,0.277,1.59,0.325,64.50%,160,115,108,5.71,4.24,1.47,4.07,4.26,3990
2013,Derek Holland,Rangers,7.99,2.7,2.95,0.85,21.10%,7.20%,14.00%,0.254,1.29,0.307,75.10%,81,84,93,3.42,3.44,-0.01,3.68,3.74,4141
2013,Joe Saunders,Mariners,5.26,3,1.75,1.23,13.10%,7.40%,5.60%,0.307,1.6,0.332,68.70%,137,121,107,5.26,4.72,0.54,4.23,4.42,4366
2013,Jeremy Hellickson,Rays,6.98,2.59,2.7,1.24,18.30%,6.80%,11.50%,0.271,1.35,0.307,66.20%,134,109,105,5.17,4.22,0.95,4.15,4.07,4371
2013,Jordan Zimmermann,Nationals,6.79,1.69,4.03,0.8,18.60%,4.60%,14.00%,0.235,1.09,0.271,74.40%,86,90,92,3.25,3.36,-0.11,3.48,3.6,4505
2013,Matt Cain,Giants,7.71,2.69,2.87,1.12,20.80%,7.20%,13.60%,0.226,1.16,0.26,71.60%,116,111,103,4,3.93,0.07,3.88,3.84,4732
2013,Felix Hernandez,Mariners,9.51,2.03,4.7,0.66,26.30%,5.60%,20.70%,0.239,1.13,0.314,75.10%,79,67,67,3.04,2.61,0.43,2.66,2.77,4772
2013,Jarrod Parker,Athletics,6.12,2.88,2.13,1.14,16.40%,7.70%,8.70%,0.238,1.22,0.26,73.20%,102,113,111,3.97,4.4,-0.43,4.41,4.41,4913
2013,Jon Lester,Red Sox,7.47,2.83,2.64,0.8,19.60%,7.40%,12.20%,0.252,1.29,0.3,73.70%,90,92,98,3.75,3.59,0.17,3.9,3.9,4930
2013,Cole Hamels,Phillies,8.26,2.05,4.04,0.86,22.30%,5.50%,16.80%,0.242,1.16,0.295,72.50%,96,85,91,3.6,3.26,0.34,3.44,3.41,4972
2013,Chris Tillman,Orioles,7.81,2.97,2.63,1.44,21.20%,8.10%,13.10%,0.238,1.22,0.269,80.50%,90,107,98,3.71,4.42,-0.72,3.88,3.88,5279
2013,Madison Bumgarner,Giants,8.9,2.77,3.21,0.67,24.80%,7.70%,17.10%,0.199,1.03,0.251,75.70%,80,86,88,2.77,3.05,-0.28,3.32,3.33,5524
2013,Tim Lincecum,Giants,8.79,3.46,2.54,0.96,23.00%,9.00%,13.90%,0.243,1.32,0.3,69.40%,127,106,94,4.37,3.74,0.64,3.56,3.68,5705
2013,Kyle Kendrick,Phillies,5.44,2.32,2.34,0.89,13.80%,5.90%,7.90%,0.277,1.4,0.306,66.60%,125,105,110,4.7,4.01,0.68,4.15,4.27,6230
2013,Scott Feldman,- - -,6.54,2.77,2.36,0.94,17.40%,7.40%,10.00%,0.229,1.18,0.258,69.40%,98,102,102,3.86,4.03,-0.16,3.96,4.03,6283
2013,Julio Teheran,Braves,8.24,2.18,3.78,1.07,22.00%,5.80%,16.20%,0.242,1.17,0.288,80.90%,87,101,100,3.2,3.69,-0.49,3.76,3.55,6797
2013,Ian Kennedy,- - -,8.09,3.62,2.23,1.34,20.50%,9.20%,11.30%,0.254,1.4,0.295,69.10%,129,123,111,4.91,4.59,0.32,4.19,4.09,6986
2013,Miguel Gonzalez,Orioles,6.3,2.78,2.26,1.26,16.90%,7.40%,9.40%,0.239,1.23,0.26,73.60%,92,108,109,3.78,4.45,-0.67,4.31,4.34,7024
2013,James Shields,Royals,7.71,2.68,2.88,0.79,20.70%,7.20%,13.50%,0.247,1.24,0.298,79.50%,78,88,94,3.15,3.47,-0.32,3.72,3.77,7059
2013,Dillon Gee,Mets,6.42,2.13,3.02,1.09,16.90%,5.60%,11.30%,0.264,1.28,0.296,77.90%,102,106,108,3.62,4,-0.38,4.07,4.07,7396
2013,Gio Gonzalez,Nationals,8.83,3.5,2.53,0.78,23.40%,9.30%,14.20%,0.228,1.25,0.286,75.30%,89,91,93,3.36,3.41,-0.05,3.51,3.68,7448
2013,Wily Peralta,Brewers,6.33,3.58,1.77,0.93,16.10%,9.10%,7.00%,0.259,1.42,0.293,66.60%,113,110,110,4.37,4.3,0.07,4.13,4.32,7738
2013,Eric Stults,Padres,5.79,1.77,3.28,0.8,15.30%,4.70%,10.60%,0.269,1.27,0.302,69.60%,110,96,110,3.93,3.53,0.4,4.13,4.21,8011
2013,Yovani Gallardo,Brewers,7.17,3.29,2.18,0.9,18.60%,8.50%,10.10%,0.256,1.36,0.299,70.20%,108,99,99,4.18,3.89,0.29,3.74,3.98,8173
2013,Homer Bailey,Reds,8.57,2.33,3.69,0.86,23.40%,6.40%,17.10%,0.231,1.12,0.284,73.70%,91,85,89,3.49,3.31,0.18,3.34,3.32,8362
2013,Justin Verlander,Tigers,8.95,3.09,2.89,0.78,23.50%,8.10%,15.40%,0.251,1.31,0.316,74.50%,86,82,92,3.46,3.28,0.19,3.67,3.61,8700
2013,Wade Miley,Diamondbacks,6.53,2.93,2.23,0.93,17.40%,7.80%,9.60%,0.259,1.32,0.296,75.80%,91,106,100,3.55,3.98,-0.43,3.77,3.96,8779
2013,Andrew Cashner,Padres,6.58,2.42,2.72,0.62,18.10%,6.70%,11.50%,0.23,1.13,0.269,72.40%,87,91,96,3.09,3.35,-0.26,3.62,3.73,8782
2013,Patrick Corbin,Diamondbacks,7.69,2.33,3.3,0.82,20.70%,6.30%,14.40%,0.237,1.17,0.283,75.90%,88,91,92,3.41,3.43,-0.02,3.48,3.56,9323
2013,Kris Medlen,Braves,7.17,2.15,3.34,0.82,19.20%,5.70%,13.40%,0.254,1.22,0.298,76.90%,84,95,94,3.11,3.48,-0.37,3.55,3.68,9417
2013,Doug Fister,Tigers,6.86,1.9,3.61,0.6,18.10%,5.00%,13.10%,0.279,1.31,0.332,73.50%,91,82,86,3.67,3.26,0.41,3.42,3.42,9425
2013,Bud Norris,- - -,7.49,3.41,2.19,0.87,19.00%,8.70%,10.40%,0.28,1.49,0.333,73.30%,103,95,106,4.18,3.86,0.32,4.22,4.19,9492
2013,Travis Wood,Cubs,6.48,2.97,2.18,0.81,17.50%,8.00%,9.50%,0.218,1.15,0.248,77.40%,83,103,120,3.11,3.89,-0.78,4.5,4.43,9884
2013,Mike Minor,Braves,7.96,2.02,3.93,0.97,22.10%,5.60%,16.50%,0.229,1.09,0.272,75.10%,87,92,97,3.21,3.37,-0.16,3.64,3.56,10021
2013,Mike Leake,Reds,5.71,2.25,2.54,0.98,15.20%,6.00%,9.20%,0.258,1.25,0.285,77.70%,88,104,104,3.37,4.04,-0.67,3.91,4.1,10130
2013,Stephen Strasburg,Nationals,9.39,2.75,3.41,0.79,26.10%,7.70%,18.50%,0.205,1.05,0.263,73.20%,80,86,84,3,3.21,-0.21,3.15,3.09,10131
2013,Shelby Miller,Cardinals,8.78,2.96,2.96,1.04,23.40%,7.90%,15.50%,0.23,1.21,0.28,80.10%,84,99,99,3.06,3.67,-0.61,3.73,3.61,10197
2013,Chris Sale,White Sox,9.49,1.93,4.91,0.97,26.10%,5.30%,20.80%,0.228,1.07,0.289,77.00%,76,78,75,3.07,3.17,-0.11,2.95,2.89,10603
2013,A.J. Griffin,Athletics,7.7,2.43,3.17,1.62,20.80%,6.60%,14.20%,0.224,1.13,0.242,77.30%,98,116,105,3.83,4.55,-0.72,4.18,3.94,11132
2013,Jose Quintana,White Sox,7.38,2.52,2.93,1.04,19.70%,6.70%,13.00%,0.244,1.22,0.283,76.60%,86,93,97,3.51,3.82,-0.31,3.86,3.85,11423
2013,Jose Fernandez,Marlins,9.75,3.02,3.22,0.52,27.50%,8.50%,18.90%,0.18,0.98,0.24,79.40%,60,75,82,2.19,2.73,-0.54,3.08,3.15,11530
2013,Matt Harvey,Mets,9.64,1.56,6.16,0.35,27.70%,4.50%,23.20%,0.206,0.93,0.28,77.40%,64,53,70,2.27,2,0.27,2.63,2.63,11713
2013,Hisashi Iwakuma,Mariners,7.58,1.72,4.4,1.02,21.40%,4.90%,16.50%,0.218,1.01,0.252,81.90%,69,88,83,2.66,3.44,-0.78,3.28,3.33,13048
2013,Yu Darvish,Rangers,11.89,3.43,3.46,1.12,32.90%,9.50%,23.40%,0.193,1.07,0.264,83.90%,67,80,72,2.83,3.28,-0.44,2.84,2.76,13074
2013,Hyun-Jin Ryu,Dodgers,7.22,2.3,3.14,0.7,19.70%,6.30%,13.40%,0.248,1.2,0.296,78.20%,84,87,92,3,3.24,-0.24,3.46,3.6,14444
2014,Mark Buehrle,Blue Jays,5.3,2.05,2.59,0.67,13.90%,5.40%,8.50%,0.283,1.36,0.316,75.90%,87,96,108,3.39,3.66,-0.28,4.09,4.32,225
2014,Bartolo Colon,Mets,6.72,1.33,5.03,0.98,17.90%,3.60%,14.30%,0.269,1.23,0.307,70.20%,117,96,100,4.09,3.57,0.52,3.68,3.75,375
2014,A.J. Burnett,Phillies,8,4.04,1.98,0.84,20.30%,10.30%,10.10%,0.249,1.41,0.302,67.50%,127,110,107,4.59,4.14,0.45,3.95,4,512
2014,Kyle Lohse,Brewers,6.4,2.04,3.13,1,17.30%,5.50%,11.80%,0.24,1.15,0.268,72.60%,94,103,110,3.54,3.95,-0.41,4.05,4.04,739
2014,Tim Hudson,Giants,5.7,1.62,3.53,0.71,15.20%,4.30%,10.90%,0.266,1.23,0.3,70.30%,103,101,97,3.57,3.54,0.02,3.57,3.66,921
2014,Ryan Vogelsong,Giants,7.36,2.83,2.6,0.88,19.40%,7.40%,11.90%,0.25,1.28,0.294,72.30%,115,110,107,4,3.85,0.14,3.96,3.98,1011
2014,Jake Peavy,- - -,7.02,2.8,2.51,1.02,18.50%,7.40%,11.20%,0.251,1.28,0.289,75.10%,96,112,111,3.73,4.11,-0.38,4.18,4.11,1051
2014,R.A. Dickey,Blue Jays,7.22,3.09,2.34,1.09,18.90%,8.10%,10.80%,0.231,1.23,0.263,73.40%,96,113,109,3.71,4.32,-0.61,4.14,4.08,1245
2014,Colby Lewis,Rangers,7.03,2.54,2.77,1.32,17.50%,6.30%,11.20%,0.299,1.52,0.339,69.00%,130,116,115,5.18,4.46,0.71,4.36,4.22,1259
2014,Aaron Harang,Braves,7.09,3.13,2.27,0.66,18.40%,8.10%,10.30%,0.267,1.4,0.318,74.80%,98,99,109,3.57,3.57,0,4.03,4.18,1451
2014,John Lackey,- - -,7.45,2.14,3.49,1.09,19.70%,5.60%,14.10%,0.262,1.28,0.305,72.60%,99,102,93,3.82,3.78,0.04,3.48,3.64,1507
2014,Dan Haren,Dodgers,7.02,1.74,4.03,1.31,18.70%,4.60%,14.10%,0.248,1.18,0.276,65.70%,116,113,100,4.02,4.09,-0.07,3.7,3.74,1757
2014,Zack Greinke,Dodgers,9.21,1.91,4.81,0.85,25.20%,5.20%,20.00%,0.245,1.15,0.311,79.70%,78,82,74,2.71,2.97,-0.26,2.72,2.87,1943
2014,Clayton Kershaw,Dodgers,10.85,1.41,7.71,0.41,31.90%,4.10%,27.80%,0.194,0.86,0.278,81.60%,51,49,56,1.77,1.81,-0.04,2.08,2.09,2036
2014,Jorge De La Rosa,Rockies,6.79,3.27,2.07,1.03,18.10%,8.70%,9.40%,0.233,1.24,0.263,70.80%,95,109,107,4.1,4.34,-0.24,3.95,4.05,2047
2014,Jeremy Guthrie,Royals,5.51,2.18,2.53,1.02,14.40%,5.70%,8.70%,0.268,1.3,0.294,72.40%,105,115,114,4.13,4.32,-0.19,4.33,4.34,2072
2014,Alfredo Simon,Reds,5.82,2.57,2.27,1.01,15.50%,6.90%,8.70%,0.241,1.21,0.265,77.50%,93,114,110,3.44,4.33,-0.9,4.05,4.17,2155
2014,Adam Wainwright,Cardinals,7.1,1.98,3.58,0.4,19.90%,5.60%,14.40%,0.219,1.03,0.267,78.00%,66,79,90,2.38,2.88,-0.5,3.34,3.52,2233
2014,Corey Kluber,Indians,10.27,1.95,5.27,0.53,28.30%,5.40%,22.90%,0.232,1.09,0.316,78.60%,63,62,68,2.44,2.35,0.1,2.57,2.61,2429
2014,Lance Lynn,Cardinals,8,3.18,2.51,0.57,20.90%,8.30%,12.60%,0.235,1.26,0.29,78.10%,76,91,103,2.74,3.35,-0.61,3.81,3.84,2520
2014,Rick Porcello,Tigers,5.67,1.8,3.15,0.79,15.40%,4.90%,10.50%,0.265,1.23,0.298,72.40%,89,96,97,3.43,3.67,-0.24,3.68,3.88,2717
2014,Max Scherzer,Tigers,10.29,2.57,4,0.74,27.90%,7.00%,20.90%,0.235,1.18,0.315,77.20%,82,75,83,3.15,2.85,0.3,3.12,2.98,3137
2014,David Price,- - -,9.82,1.38,7.13,0.91,26.90%,3.80%,23.10%,0.238,1.08,0.306,72.70%,87,75,73,3.26,2.78,0.48,2.76,2.72,3184
2014,Chris Young,Mariners,5.89,3.27,1.8,1.42,15.70%,8.70%,7.00%,0.229,1.23,0.238,80.20%,99,134,137,3.65,5.02,-1.36,5.19,5.24,3196
2014,Ervin Santana,Braves,8.22,2.89,2.84,0.73,21.90%,7.70%,14.20%,0.257,1.31,0.319,71.60%,108,94,94,3.95,3.39,0.56,3.47,3.63,3200
2014,Francisco Liriano,Pirates,9.7,4.49,2.16,0.72,25.30%,11.70%,13.60%,0.215,1.3,0.28,74.70%,96,100,92,3.38,3.59,-0.21,3.4,3.61,3201
2014,Jeff Samardzija,- - -,8.28,1.76,4.7,0.82,23.00%,4.90%,18.10%,0.231,1.07,0.283,73.20%,82,86,82,2.99,3.2,-0.21,3.07,3.06,3254
2014,Roberto Hernandez,- - -,5.74,3.99,1.44,1.04,14.50%,10.10%,4.40%,0.244,1.39,0.266,72.90%,115,130,123,4.1,4.85,-0.75,4.52,4.67,3273
2014,Hiroki Kuroda,Yankees,6.6,1.58,4.17,0.9,17.80%,4.30%,13.50%,0.246,1.14,0.279,69.30%,96,92,93,3.71,3.6,0.1,3.54,3.64,3283
2014,Hector Noesi,- - -,6.42,2.92,2.2,1.46,16.80%,7.60%,9.10%,0.267,1.37,0.29,70.40%,123,124,113,4.75,4.83,-0.07,4.29,4.34,3292
2014,Matt Garza,Brewers,6.94,2.76,2.52,0.66,18.50%,7.40%,11.20%,0.228,1.18,0.268,66.60%,96,92,105,3.64,3.54,0.1,3.88,4.02,3340
2014,Clay Buchholz,Red Sox,6.97,2.85,2.44,0.9,17.90%,7.30%,10.60%,0.27,1.39,0.315,62.10%,133,107,107,5.34,4.01,1.33,4.04,4.02,3543
2014,C.J. Wilson,Angels,7.74,4.35,1.78,0.87,19.80%,11.20%,8.70%,0.254,1.45,0.306,70.50%,124,117,108,4.51,4.31,0.2,4.11,4.23,3580
2014,Edinson Volquez,Pirates,6.54,3.32,1.97,0.79,17.30%,8.80%,8.50%,0.229,1.23,0.263,77.50%,86,116,114,3.04,4.15,-1.11,4.2,4.2,3990
2014,Jered Weaver,Angels,7.13,2.74,2.6,1.14,19.00%,7.30%,11.70%,0.236,1.21,0.267,78.30%,98,114,113,3.59,4.19,-0.61,4.3,4.18,4235
2014,Jon Niese,Mets,6.62,2.16,3.07,0.82,17.60%,5.70%,11.80%,0.263,1.27,0.304,74.60%,98,99,98,3.4,3.67,-0.27,3.63,3.78,4424
2014,Jordan Zimmermann,Nationals,8.2,1.31,6.28,0.59,22.80%,3.60%,19.10%,0.242,1.07,0.302,75.80%,72,73,84,2.66,2.68,-0.02,3.1,3.15,4505
2014,Jason Hammel,- - -,8.06,2.25,3.59,1.17,22.10%,6.20%,15.90%,0.232,1.12,0.272,78.30%,95,106,96,3.47,3.92,-0.45,3.57,3.5,4538
2014,Brandon McCarthy,- - -,7.88,1.49,5.3,1.13,20.90%,4.00%,17.00%,0.278,1.28,0.328,70.90%,105,93,77,4.05,3.55,0.5,2.87,3,4662
2014,Felix Hernandez,Mariners,9.46,1.75,5.39,0.61,27.20%,5.00%,22.20%,0.197,0.92,0.258,77.00%,58,69,67,2.14,2.56,-0.42,2.51,2.5,4772
2014,Scott Kazmir,Athletics,7.75,2.36,3.28,0.76,21.10%,6.40%,14.70%,0.237,1.16,0.285,71.10%,96,90,95,3.55,3.35,0.19,3.59,3.61,4897
2014,Jon Lester,- - -,9.01,1.97,4.58,0.66,24.90%,5.40%,19.40%,0.233,1.1,0.299,76.10%,63,75,82,2.46,2.8,-0.34,3.1,3.09,4930
2014,Cole Hamels,Phillies,8.71,2.59,3.36,0.62,23.90%,7.10%,16.80%,0.231,1.15,0.295,81.90%,68,81,87,2.46,3.07,-0.61,3.21,3.29,4972
2014,Chris Tillman,Orioles,6.51,2.86,2.27,0.91,17.20%,7.60%,9.60%,0.236,1.23,0.267,76.70%,86,103,111,3.34,4.01,-0.67,4.2,4.26,5279
2014,Madison Bumgarner,Giants,9.07,1.78,5.09,0.87,25.10%,4.90%,20.20%,0.235,1.09,0.296,75.80%,86,87,81,2.98,3.05,-0.07,2.99,2.98,5524
2014,Henderson Alvarez,Marlins,5.34,1.59,3.36,0.67,14.40%,4.30%,10.10%,0.271,1.24,0.304,79.30%,73,100,97,2.65,3.58,-0.93,3.57,3.7,5669
2014,Kyle Kendrick,Phillies,5.47,2.58,2.12,1.13,14.00%,6.60%,7.40%,0.269,1.36,0.29,70.50%,127,121,118,4.61,4.57,0.04,4.35,4.45,6230
2014,Scott Feldman,Astros,5.34,2.5,2.14,0.8,14.00%,6.50%,7.50%,0.263,1.3,0.291,71.60%,100,109,111,3.74,4.11,-0.37,4.19,4.33,6283
2014,John Danks,White Sox,5.99,3.44,1.74,1.16,15.10%,8.70%,6.40%,0.266,1.44,0.291,71.90%,123,122,122,4.74,4.76,-0.02,4.62,4.64,6329
2014,Chris Archer,Rays,8,3.33,2.4,0.55,21.10%,8.80%,12.30%,0.239,1.28,0.296,71.60%,90,92,98,3.33,3.39,-0.06,3.7,3.8,6345
2014,Jake Odorizzi,Rays,9.32,3.16,2.95,1.07,24.20%,8.20%,16.00%,0.238,1.28,0.295,73.40%,111,102,103,4.13,3.75,0.37,3.9,3.66,6397
2014,Alex Cobb,Rays,8.06,2.54,3.17,0.6,21.90%,6.90%,15.00%,0.228,1.14,0.282,77.90%,77,88,88,2.87,3.23,-0.36,3.33,3.26,6562
2014,Tom Koehler,Marlins,7.2,3.34,2.15,0.75,19.10%,8.80%,10.20%,0.244,1.3,0.29,73.50%,106,107,113,3.81,3.84,-0.03,4.15,4.16,6570
